,time,open,high,low,close,high_rsi,low_rsi,high_sma,high_sma_period,high_fma,high_fma_period,low_sma,low_sma_period,low_fma,low_fma_period
0,2019-12-02 00:00:00,109.53399999999999,109.69,109.53049999999999,109.66050000000001,,,109.69,17,109.69,7,109.53049999999999,17,109.53049999999999,7
1,2019-12-02 01:00:00,109.66,109.71549999999999,109.6395,109.689,100.0,100.0,109.70275,17,109.70275,7,109.585,17,109.585,7
2,2019-12-02 02:00:00,109.68799999999999,109.72800000000001,109.6765,109.695,100.0,100.0,109.71116666666667,17,109.71116666666667,7,109.6155,17,109.6155,7
3,2019-12-02 03:00:00,109.6945,109.713,109.6685,109.697,91.14957222931544,98.77694542118805,109.711625,17,109.711625,7,109.62875,17,109.62875,7
4,2019-12-02 04:00:00,109.696,109.696,109.63499999999999,109.64150000000001,81.69454293985014,93.2654511536996,109.7085,17,109.7085,7,109.63,17,109.63,7
5,2019-12-02 05:00:00,109.64150000000001,109.654,109.61699999999999,109.63900000000001,63.050335666361754,90.14698816267988,109.69941666666666,17,109.69941666666666,7,109.62783333333333,17,109.62783333333333,7
6,2019-12-02 06:00:00,109.6395,109.649,109.622,109.6325,61.13386853805666,90.25146132101771,109.69221428571429,17,109.69221428571429,7,109.627,17,109.627,7
7,2019-12-02 07:00:00,109.6335,109.65100000000001,109.564,109.59100000000001,61.671572054278506,79.03488216213016,109.6870625,17,109.68664285714286,7,109.619125,17,109.63178571428571,7
8,2019-12-02 08:00:00,109.59100000000001,109.70400000000001,109.58,109.686,73.06551458471857,79.83268249748359,109.68894444444445,17,109.68500000000002,7,109.61477777777776,17,109.62328571428573,7
9,2019-12-02 09:00:00,109.6855,109.69749999999999,109.637,109.64750000000001,70.11596743998663,82.56059996338584,109.68979999999999,17,109.68064285714286,7,109.617,17,109.61764285714285,7
10,2019-12-02 10:00:00,109.648,109.65350000000001,109.61099999999999,109.644,53.30778483475797,77.07359790858041,109.68650000000001,17,109.67214285714286,7,109.61645454545454,17,109.60942857142857,7
11,2019-12-02 11:00:00,109.64500000000001,109.64750000000001,109.51650000000001,109.555,51.370196399255796,60.274006763747884,109.68325,17,109.6652142857143,7,109.60812499999999,17,109.5925,7
12,2019-12-02 12:00:00,109.543,109.57300000000001,109.5185,109.5455,33.779659525190254,60.48434024532105,109.67476923076923,17,109.65364285714286,7,109.60123076923077,17,109.57842857142857,7
13,2019-12-02 13:00:00,109.54650000000001,109.5485,109.4805,109.5335,29.89522810524396,54.193841360501175,109.66575,17,109.63928571428572,7,109.59260714285713,17,109.55821428571427,7
14,2019-12-02 14:00:00,109.5325,109.6105,109.49799999999999,109.53450000000001,47.517448938774336,56.59271369881348,109.66206666666668,17,109.63350000000001,7,109.5863,17,109.54878571428571,7
15,2019-12-02 15:00:00,109.5335,109.5335,109.09649999999999,109.107,34.93381625368575,23.714993936976327,109.65403125,17,109.60914285714286,7,109.55568749999999,17,109.4797142857143,7
16,2019-12-02 16:00:00,109.108,109.1425,109.001,109.0955,13.690809587944486,20.453772296900482,109.62394117647058,17,109.52985714285715,7,109.52305882352941,17,109.38885714285713,7
17,2019-12-02 17:00:00,109.09700000000001,109.1725,108.993,109.035,18.09987866535114,20.185466161980813,109.5935,17,109.46114285714285,7,109.49144117647059,17,109.30057142857143,7
18,2019-12-02 18:00:00,109.035,109.0675,108.9785,109.0125,15.004419914849052,19.646491784932195,109.55538235294117,17,109.37828571428572,7,109.4525588235294,17,109.2237142857143,7
19,2019-12-02 19:00:00,109.012,109.015,108.92500000000001,108.975,13.65694460440713,17.641143731693745,109.5134411764706,17,109.29857142857142,7,109.40835294117646,17,109.13892857142858,7
20,2019-12-02 20:00:00,108.97749999999999,108.989,108.93,108.95400000000001,12.990316980023962,18.537798008061372,109.47085294117647,17,109.21864285714285,7,109.36491176470588,17,109.06028571428571,7
21,2019-12-02 21:00:00,108.9545,108.988,108.953,108.981,12.962237807695516,22.98799161106055,109.42920588235293,17,109.12971428571429,7,109.32479411764704,17,108.98242857142857,7
22,2019-12-02 22:00:00,108.9825,109.0635,108.96950000000001,109.06200000000001,26.754629766576798,26.319782043203546,109.39447058823531,17,109.06257142857143,7,109.28670588235295,17,108.96428571428571,7
23,2019-12-02 23:00:00,109.06200000000001,109.06200000000001,108.97399999999999,109.02449999999999,26.657791222652463,27.309414365541812,109.3599411764706,17,109.05107142857142,7,109.24858823529412,17,108.96042857142858,7
24,2019-12-03 00:00:00,109.02600000000001,109.1455,108.95249999999999,109.10499999999999,40.49234781654587,25.426690373803538,109.33020588235296,17,109.04721428571429,7,109.21261764705882,17,108.95464285714286,7
25,2019-12-03 01:00:00,109.1035,109.13,109.045,109.0855,38.919900478163,44.440977431904855,109.2964411764706,17,109.05614285714286,7,109.18114705882353,17,108.96414285714286,7
26,2019-12-03 02:00:00,109.0855,109.1665,109.06700000000001,109.1455,44.74961797099298,48.07433038881117,109.26520588235294,17,109.07778571428571,7,109.14761764705884,17,108.98442857142857,7
27,2019-12-03 03:00:00,109.146,109.20400000000001,109.14099999999999,109.1785,50.365497195910265,58.58571844402389,109.23876470588235,17,109.1085,7,109.1199705882353,17,109.01457142857143,7
28,2019-12-03 04:00:00,109.17850000000001,109.207,109.17,109.193,50.82686603188313,62.058713766195176,109.21285294117648,17,109.13978571428571,7,109.09958823529412,17,109.04557142857144,7
29,2019-12-03 05:00:00,109.1905,109.199,109.1585,109.176,49.41358799788783,59.76546016825127,109.19085294117647,17,109.15914285714287,7,109.07841176470588,17,109.07257142857144,7
30,2019-12-03 06:00:00,109.1765,109.1905,109.134,109.1375,47.78466821680184,54.78859759914266,109.16979411764706,17,109.1775,7,109.05802941176471,17,109.09542857142856,7
31,2019-12-03 07:00:00,109.1365,109.149,109.0605,109.095,40.30053954275261,42.52936159782258,109.14264705882353,17,109.178,7,109.03229411764706,17,109.11085714285714,7
32,2019-12-03 08:00:00,109.0955,109.15100000000001,109.0735,109.09899999999999,40.815989923052804,45.03911393437298,109.12014705882353,17,109.18100000000001,7,109.03094117647059,17,109.11492857142856,7
33,2019-12-03 09:00:00,109.0985,109.10900000000001,108.97749999999999,109.031,33.75424457420213,32.82493028488334,109.11817647058824,17,109.17278571428572,7,109.0295588235294,17,109.10214285714287,7
34,2019-12-03 10:00:00,109.031,109.076,108.826,108.858,29.177630471822127,21.973898621006853,109.1125,17,109.1545,7,109.01973529411764,17,109.05714285714285,7
35,2019-12-03 11:00:00,108.8575,108.916,108.8125,108.842,16.59210523699032,21.25158213265216,109.10358823529411,17,109.11292857142858,7,109.00997058823529,17,109.00607142857142,7
36,2019-12-03 12:00:00,108.8415,108.86500000000001,108.7315,108.768,14.3202979904528,17.311876935059956,109.09476470588234,17,109.06521428571429,7,108.99858823529412,17,108.94507142857141,7
37,2019-12-03 13:00:00,108.7655,108.78399999999999,108.693,108.717,11.447826245036993,15.714202051356779,109.08270588235294,17,109.00714285714287,7,108.98464705882353,17,108.88207142857142,7
38,2019-12-03 14:00:00,108.7195,108.73349999999999,108.538,108.685,10.004241909188877,10.998878244097313,109.06773529411765,17,108.94778571428571,7,108.96023529411765,17,108.80742857142857,7
39,2019-12-03 15:00:00,108.6825,108.7405,108.53200000000001,108.54599999999999,11.78343805276809,10.853415070030195,109.04873529411765,17,108.88914285714284,7,108.93449999999999,17,108.73007142857143,7
40,2019-12-03 16:00:00,108.5445,108.5795,108.49600000000001,108.524,7.7285703070403144,9.943034905897449,109.02035294117647,17,108.81349999999999,7,108.90638235294118,17,108.6612857142857,7
41,2019-12-03 17:00:00,108.5245,108.56,108.4845,108.529,7.373951636194263,9.644843711045851,108.98591176470588,17,108.73978571428572,7,108.87885294117648,17,108.6125,7
42,2019-12-03 18:00:00,108.53,108.5895,108.527,108.554,14.242571725327196,19.889644263233407,108.95411764705882,17,108.69314285714286,7,108.84838235294117,17,108.5717142857143,7
43,2019-12-03 19:00:00,108.553,108.61449999999999,108.55199999999999,108.568,20.040493651692245,25.614173094297342,108.92164705882352,17,108.65735714285714,7,108.81808823529411,17,108.54607142857144,7
44,2019-12-03 20:00:00,108.5675,108.64150000000001,108.56450000000001,108.634,26.253656917524438,28.559369596345164,108.88855882352942,17,108.63699999999999,7,108.78417647058824,17,108.52771428571428,7
45,2019-12-03 21:00:00,108.63550000000001,108.6485,108.6215,108.63550000000001,27.92893076760302,40.876204881932495,108.85570588235294,17,108.62485714285715,7,108.75191176470588,17,108.53964285714285,7
46,2019-12-03 22:00:00,108.63050000000001,108.6635,108.6115,108.6395,31.76171648707499,39.49772942876658,108.82420588235294,17,108.61385714285714,7,108.71973529411764,17,108.55100000000002,7
47,2019-12-03 23:00:00,108.63900000000001,108.668,108.613,108.664,32.995186898635964,39.84881406896974,108.7934705882353,17,108.6265,7,108.68908823529412,17,108.56771428571429,7
48,2019-12-04 00:00:00,108.66300000000001,108.68,108.491,108.541,36.52552576110235,25.799231853416316,108.76588235294118,17,108.64364285714286,7,108.65558823529412,17,108.56864285714286,7
49,2019-12-04 01:00:00,108.541,108.577,108.4865,108.54599999999999,24.00133493319005,25.417826305049076,108.73211764705881,17,108.64185714285715,7,108.62105882352941,17,108.56285714285715,7
50,2019-12-04 02:00:00,108.54650000000001,108.583,108.511,108.5215,25.71342060938325,31.755760247628274,108.70117647058824,17,108.63735714285714,7,108.59361764705882,17,108.557,7
51,2019-12-04 03:00:00,108.52199999999999,108.6095,108.50200000000001,108.57300000000001,33.36363109081324,30.65170295262385,108.67373529411765,17,108.63278571428573,7,108.57455882352942,17,108.54807142857143,7
52,2019-12-04 04:00:00,108.57249999999999,108.601,108.537,108.5995,32.13869829040917,40.010458089806896,108.65520588235294,17,108.626,7,108.55835294117648,17,108.53600000000002,7
53,2019-12-04 05:00:00,108.6,108.625,108.5775,108.612,39.38862047302247,49.16934819515553,108.64108823529412,17,108.6205,7,108.54929411764705,17,108.53114285714285,7
54,2019-12-04 06:00:00,108.61250000000001,108.61250000000001,108.564,108.58099999999999,37.01230564996997,46.44221185971818,108.631,17,108.61257142857143,7,108.54170588235294,17,108.52414285714285,7
55,2019-12-04 07:00:00,108.5795,108.582,108.428,108.47399999999999,31.638448498294238,28.237299170571376,108.62208823529411,17,108.59857142857142,7,108.53523529411764,17,108.51514285714286,7
56,2019-12-04 08:00:00,108.4735,108.5185,108.44200000000001,108.47049999999999,23.456943607759428,31.429920369130528,108.60902941176471,17,108.59021428571428,7,108.52994117647059,17,108.50878571428572,7
57,2019-12-04 09:00:00,108.4705,108.79400000000001,108.459,108.74000000000001,66.64114689850061,35.45330384405928,108.62164705882353,17,108.62035714285715,7,108.52776470588235,17,108.50135714285715,7
58,2019-12-04 10:00:00,108.74000000000001,108.7705,108.6605,108.6635,63.13535674810745,64.18993740341404,108.63402941176471,17,108.64335714285714,7,108.53811764705881,17,108.524,7
59,2019-12-04 11:00:00,108.664,108.6955,108.648,108.67699999999999,52.88938253501475,62.207553054448915,108.64026470588236,17,108.65685714285713,7,108.54523529411766,17,108.53985714285714,7
60,2019-12-04 12:00:00,108.6765,108.691,108.6255,108.67099999999999,52.30176316046425,58.45795318748618,108.64476470588235,17,108.6662857142857,7,108.54955882352941,17,108.54671428571429,7
61,2019-12-04 13:00:00,108.67099999999999,108.714,108.551,108.63300000000001,55.23488778692765,47.51582615137637,108.6490294117647,17,108.6807857142857,7,108.54876470588235,17,108.54485714285715,7
62,2019-12-04 14:00:00,108.6325,108.7535,108.6165,108.737,60.0972587468068,55.89139647852669,108.65520588235294,17,108.70528571428572,7,108.5484705882353,17,108.57178571428572,7
63,2019-12-04 15:00:00,108.738,108.8775,108.649,108.8065,71.36390581160303,59.58397383357103,108.66779411764706,17,108.75657142857143,7,108.55067647058823,17,108.60135714285715,7
64,2019-12-04 16:00:00,108.8075,108.89500000000001,108.7875,108.872,72.6226781475255,71.3695109401863,108.68114705882351,17,108.771,7,108.56094117647059,17,108.64828571428572,7
65,2019-12-04 17:00:00,108.8735,108.8835,108.83699999999999,108.8625,70.2802075862445,74.44285662142431,108.69311764705883,17,108.78714285714287,7,108.58129411764706,17,108.6735,7
66,2019-12-04 18:00:00,108.862,108.908,108.862,108.90299999999999,72.4635692404175,75.94747393541721,108.71258823529412,17,108.81750000000001,7,108.60338235294118,17,108.70407142857142,7
67,2019-12-04 19:00:00,108.90299999999999,108.963,108.90299999999999,108.9225,76.86585195369028,78.35845481485165,108.73494117647058,17,108.85635714285715,7,108.62644117647059,17,108.74371428571429,7
68,2019-12-04 20:00:00,108.922,108.9285,108.8555,108.8665,68.89405312662477,69.09943096372983,108.75370588235293,17,108.88700000000001,7,108.64723529411765,17,108.78721428571428,7
69,2019-12-04 21:00:00,108.868,108.89,108.85,108.86449999999999,60.77777000941429,68.0255201942501,108.77070588235294,17,108.90650000000001,7,108.66564705882352,17,108.82057142857141,7
70,2019-12-04 22:00:00,108.865,108.87549999999999,108.8325,108.8595,57.81776833671251,64.3536271491618,108.78544117647058,17,108.90621428571428,7,108.68064705882352,17,108.84678571428572,7
71,2019-12-04 23:00:00,108.86,108.8665,108.797,108.832,55.86908544971201,57.13494121765452,108.80038235294117,17,108.90214285714285,7,108.69435294117646,17,108.84814285714285,7
72,2019-12-05 00:00:00,108.8315,108.87899999999999,108.8055,108.858,58.130563480373034,58.423405863636624,108.81785294117647,17,108.90149999999998,7,108.71655882352941,17,108.84364285714285,7
73,2019-12-05 01:00:00,108.857,108.93299999999999,108.80850000000001,108.845,66.64946978739604,58.92619313591467,108.84223529411763,17,108.90507142857142,7,108.73811764705883,17,108.836,7
74,2019-12-05 02:00:00,108.8455,108.9315,108.8435,108.88300000000001,66.21764668438712,64.67653153101205,108.85032352941177,17,108.90057142857142,7,108.76073529411764,17,108.8275,7
75,2019-12-05 03:00:00,108.882,108.89,108.83500000000001,108.8555,54.86906735804204,62.2350022138169,108.85735294117646,17,108.89507142857143,7,108.771,17,108.82457142857142,7
76,2019-12-05 04:00:00,108.85499999999999,108.868,108.838,108.852,49.66285445654989,62.80678253871649,108.86749999999999,17,108.89192857142856,7,108.78217647058823,17,108.82285714285716,7
77,2019-12-05 05:00:00,108.8515,108.856,108.775,108.78200000000001,46.864244116903066,45.949495199370524,108.87720588235295,17,108.88914285714284,7,108.7909705882353,17,108.81464285714286,7
78,2019-12-05 06:00:00,108.7825,108.85249999999999,108.7825,108.82149999999999,45.99202028494686,47.87137419641222,108.88535294117646,17,108.88714285714286,7,108.80458823529412,17,108.81257142857145,7
79,2019-12-05 07:00:00,108.82300000000001,108.899,108.80600000000001,108.8925,57.98062703820271,53.80930689532565,108.89391176470588,17,108.89,7,108.81573529411764,17,108.81264285714285,7
80,2019-12-05 08:00:00,108.8905,108.93100000000001,108.85249999999999,108.9185,64.27716261759183,63.34278648467639,108.8970588235294,17,108.88971428571428,7,108.82770588235293,17,108.81892857142859,7
81,2019-12-05 09:00:00,108.9195,108.971,108.874,108.949,70.62574638577352,66.97878294513404,108.90152941176471,17,108.89535714285714,7,108.83279411764705,17,108.8232857142857,7
82,2019-12-05 10:00:00,108.949,108.99799999999999,108.936,108.9435,74.19723185381108,75.17274351598671,108.90826470588235,17,108.91078571428571,7,108.83861764705883,17,108.83771428571428,7
83,2019-12-05 11:00:00,108.94399999999999,108.95400000000001,108.869,108.89,60.390587943585835,57.409709010458364,108.91097058823529,17,108.92307142857143,7,108.8390294117647,17,108.84214285714286,7
84,2019-12-05 12:00:00,108.8905,108.91,108.85,108.86349999999999,49.71613379787167,53.28944838014109,108.90785294117647,17,108.93078571428573,7,108.83591176470588,17,108.85285714285715,7
85,2019-12-05 13:00:00,108.863,108.92349999999999,108.78,108.872,52.6773779554304,40.83192867412592,108.90755882352941,17,108.94092857142857,7,108.83147058823529,17,108.85249999999999,7
86,2019-12-05 14:00:00,108.8695,108.9175,108.79599999999999,108.8385,51.13314281791538,44.268019865317825,108.90917647058824,17,108.94357142857143,7,108.82829411764706,17,108.85107142857143,7
87,2019-12-05 15:00:00,108.8375,108.85300000000001,108.72200000000001,108.75399999999999,37.49813664468063,33.79467901309842,108.90785294117647,17,108.93242857142857,7,108.82179411764707,17,108.83242857142857,7
88,2019-12-05 16:00:00,108.7535,108.77799999999999,108.6635,108.69200000000001,27.617470815954803,27.796069594517306,108.90264705882353,17,108.90485714285715,7,108.81394117647059,17,108.80235714285716,7
89,2019-12-05 17:00:00,108.69,108.719,108.6565,108.69399999999999,22.286987894486217,27.131162835284925,108.89323529411764,17,108.865,7,108.80517647058824,17,108.76242857142857,7
90,2019-12-05 18:00:00,108.69399999999999,108.7355,108.6705,108.733,26.843330944123196,30.94323812909046,108.88161764705882,17,108.83378571428571,7,108.79705882352941,17,108.73407142857143,7
91,2019-12-05 19:00:00,108.733,108.783,108.6665,108.73599999999999,38.76828393873176,30.41862509853938,108.87288235294118,17,108.81564285714285,7,108.78664705882353,17,108.70785714285714,7
92,2019-12-05 20:00:00,108.735,108.7885,108.735,108.763,40.07337130490166,47.87933055071457,108.86691176470589,17,108.79635714285713,7,108.78076470588236,17,108.70142857142856,7
93,2019-12-05 21:00:00,108.765,108.7955,108.7425,108.7565,41.89215552370191,49.480890020240565,108.86264705882353,17,108.77892857142857,7,108.77514705882353,17,108.69378571428572,7
94,2019-12-05 22:00:00,108.761,108.7685,108.719,108.75200000000001,36.9069494853825,44.53351773621107,108.85749999999999,17,108.76685714285713,7,108.77185294117646,17,108.69335714285714,7
95,2019-12-05 23:00:00,108.7525,108.76400000000001,108.729,108.729,36.08123769061769,47.12909452476655,108.85229411764706,17,108.76485714285715,7,108.76870588235295,17,108.70271428571428,7
96,2019-12-06 00:00:00,108.7295,108.785,108.66550000000001,108.7755,42.95356075310469,35.095893048358164,108.84558823529412,17,108.77428571428572,7,108.7604411764706,17,108.704,7
97,2019-12-06 01:00:00,108.77449999999999,108.7825,108.69550000000001,108.715,42.328422727624584,43.02576270169925,108.83685294117647,17,108.78100000000002,7,108.75120588235295,17,108.70757142857143,7
98,2019-12-06 02:00:00,108.71350000000001,108.73349999999999,108.667,108.678,31.84647314854658,37.94406075471592,108.82288235294118,17,108.77392857142857,7,108.7390294117647,17,108.70764285714287,7
